Year,Publication ID,Report type,Lancet Series,Report Title,Author ,Institution ,Department,"Institution type (academic, NGO, professional society, international organisation, medical) ",Country ,Continent ,REFERENCE LIST
2010,129,Journal series,Lancet 2010 Non-communicable Disease Series,Mobilising the world for chronic NCDs ,Pekka Puska,World Heart Federation,,NGO,Switzerland,Europe,
2010,130,Journal series,Lancet 2010 Non-communicable Disease Series,Raising the priority of preventing chronic diseases: a political process ,Robert Geneau,University of Ottawa,Elizabeth Bruyere Research Institute ,Academic,Canada,North America,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)61414-6/fulltext#
2010,130,Journal series,Lancet 2010 Non-communicable Disease Series,Raising the priority of preventing chronic diseases: a political process ,David Stuckler,University of Oxford,Department of Sociology ,Academic,United Kingdom,Europe,
2010,130,Journal series,Lancet 2010 Non-communicable Disease Series,Raising the priority of preventing chronic diseases: a political process ,Sylvie Stachenko,University of Alberta,School of Public Health,Academic,Canada,North America,
2010,130,Journal series,Lancet 2010 Non-communicable Disease Series,Raising the priority of preventing chronic diseases: a political process ,Martin McKee,European Centre on Health of Societies in Transition,,International Organisation,United Kingdom,Europe,
2010,130,Journal series,Lancet 2010 Non-communicable Disease Series,Raising the priority of preventing chronic diseases: a political process ,Shah Ebrahim,London School of Hygiene and Tropical Medicine,,Academic,United Kingdom,Europe,
2010,130,Journal series,Lancet 2010 Non-communicable Disease Series,Raising the priority of preventing chronic diseases: a political process ,Shah Ebrahim,Public Health Foundation of India,South Asia Network for Chronic Disease,NGO,India,Asia,
2010,130,Journal series,Lancet 2010 Non-communicable Disease Series,Raising the priority of preventing chronic diseases: a political process ,Shah Ebrahim,Public Health Foundation of India,,NGO,India,Asia,
2010,130,Journal series,Lancet 2010 Non-communicable Disease Series,Raising the priority of preventing chronic diseases: a political process ,Sanjay Basu,University of California San Francisco ,Department of Medicine,Academic,United States,North America,
2010,130,Journal series,Lancet 2010 Non-communicable Disease Series,Raising the priority of preventing chronic diseases: a political process ,Sanjay Basu,San Francisco General Hospital,Division of General Internal Medicine,Medical,United States,North America,
2010,130,Journal series,Lancet 2010 Non-communicable Disease Series,Raising the priority of preventing chronic diseases: a political process ,Arun Chockalingham,"National Heart, Lung and Blood Institute",Office of Global Health ,Governmental Organisation,United States,North America,
2010,130,Journal series,Lancet 2010 Non-communicable Disease Series,Raising the priority of preventing chronic diseases: a political process ,Modi Mwatsama,National Heart Forum,,NGO,United Kingdom,Europe,
2010,130,Journal series,Lancet 2010 Non-communicable Disease Series,Raising the priority of preventing chronic diseases: a political process ,Rozmin Jamal,Aga Khan University,Clinical Research Unit ,Academic,Pakistan,Asia,
2010,130,Journal series,Lancet 2010 Non-communicable Disease Series,Raising the priority of preventing chronic diseases: a political process ,Ala Alwan,World Health Organisation,WHO Non-communicable Diseases and Mental Health Cluster,International Organisation,Switzerland,Europe,
2010,130,Journal series,Lancet 2010 Non-communicable Disease Series,Raising the priority of preventing chronic diseases: a political process ,Robert Beaglehole,University of Auckland,,Academic,New Zealand,Oceania ,
2010,131,Journal series,Lancet 2010 Non-communicable Disease Series,"Health, agricultural, and economic effects of adoption of healthy diet recommendations ",Karen Lock,London School of Hygiene and Tropical Medicine ,,Academic,United Kingdom,Europe,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)61352-9/fulltext
2010,131,Journal series,Lancet 2010 Non-communicable Disease Series,"Health, agricultural, and economic effects of adoption of healthy diet recommendations ",Karen Lock,Leverhulme Centre for Integrative Research on Agriculture and Health,,Research Institute,United Kingdom,Europe,
2010,131,Journal series,Lancet 2010 Non-communicable Disease Series,"Health, agricultural, and economic effects of adoption of healthy diet recommendations ",Richard D Smith,London School of Hygiene and Tropical Medicine ,,Academic,United Kingdom,Europe,
2010,131,Journal series,Lancet 2010 Non-communicable Disease Series,"Health, agricultural, and economic effects of adoption of healthy diet recommendations ",Richard D Smith,Leverhulme Centre for Integrative Research on Agriculture and Health,,Research Institute,United Kingdom,Europe,
2010,131,Journal series,Lancet 2010 Non-communicable Disease Series,"Health, agricultural, and economic effects of adoption of healthy diet recommendations ",Alan D Dangour,London School of Hygiene and Tropical Medicine ,,Academic,United Kingdom,Europe,
2010,131,Journal series,Lancet 2010 Non-communicable Disease Series,"Health, agricultural, and economic effects of adoption of healthy diet recommendations ",Alan D Dangour,Leverhulme Centre for Integrative Research on Agriculture and Health,,Research Institute,United Kingdom,Europe,
2010,131,Journal series,Lancet 2010 Non-communicable Disease Series,"Health, agricultural, and economic effects of adoption of healthy diet recommendations ",Marcus Keogh-Brown,London School of Hygiene and Tropical Medicine ,,Academic,United Kingdom,Europe,
2010,131,Journal series,Lancet 2010 Non-communicable Disease Series,"Health, agricultural, and economic effects of adoption of healthy diet recommendations ",Marcus Keogh-Brown,Leverhulme Centre for Integrative Research on Agriculture and Health,,Research Institute,United Kingdom,Europe,
2010,131,Journal series,Lancet 2010 Non-communicable Disease Series,"Health, agricultural, and economic effects of adoption of healthy diet recommendations ",Gessuir Pigatto,Universidade Estudual Paulista Julio de Mesquita Filho,,Academic,Brazil,South America,
2010,131,Journal series,Lancet 2010 Non-communicable Disease Series,"Health, agricultural, and economic effects of adoption of healthy diet recommendations ",Corinna Hawkes,University of São Paulo,Faculty of Public Health,Academic,Brazil,South America,
2010,131,Journal series,Lancet 2010 Non-communicable Disease Series,"Health, agricultural, and economic effects of adoption of healthy diet recommendations ",Regina Mara Fisberg,University of São Paulo,Faculty of Public Health,Academic,Brazil,South America,
2010,131,Journal series,Lancet 2010 Non-communicable Disease Series,"Health, agricultural, and economic effects of adoption of healthy diet recommendations ",Zaid Chalabi,London School of Hygiene and Tropical Medicine ,,Academic,United Kingdom,Europe,
2010,131,Journal series,Lancet 2010 Non-communicable Disease Series,"Health, agricultural, and economic effects of adoption of healthy diet recommendations ",Zaid Chalabi,Leverhulme Centre for Integrative Research on Agriculture and Health,,Research Institute,United Kingdom,Europe,
2010,132,Journal series,Lancet 2010 Non-communicable Disease Series,"Tackling of unhealthy diets, physical inactivity, and obesity: health effects and cost-effectiveness ",Michele Cecchini,Organisation for Economic Co-operation and Development ,Health Division ,International Organisation,France,Europe,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)61514-0/fulltext
2010,132,Journal series,Lancet 2010 Non-communicable Disease Series,"Tackling of unhealthy diets, physical inactivity, and obesity: health effects and cost-effectiveness ",Franco Sassi,Organisation for Economic Co-operation and Development ,Health Division ,International Organisation,France,Europe,
2010,132,Journal series,Lancet 2010 Non-communicable Disease Series,"Tackling of unhealthy diets, physical inactivity, and obesity: health effects and cost-effectiveness ",Jeremy A Lauer,World Health Organisation,WHO Department of Health Systems Financing ,International Organisation,Switzerland,Europe,
2010,132,Journal series,Lancet 2010 Non-communicable Disease Series,"Tackling of unhealthy diets, physical inactivity, and obesity: health effects and cost-effectiveness ",Yong Y Lee,University of Queensland ,School of Population Health,Academic,Australia ,Oceania ,
2010,132,Journal series,Lancet 2010 Non-communicable Disease Series,"Tackling of unhealthy diets, physical inactivity, and obesity: health effects and cost-effectiveness ",Veronica Guajardo-Barron,Ministry of Health of Mexico ,Economic Analysis Unit,National Government,Mexico,North America,
2010,132,Journal series,Lancet 2010 Non-communicable Disease Series,"Tackling of unhealthy diets, physical inactivity, and obesity: health effects and cost-effectiveness ",Daniel Chisholm,World Health Organisation,WHO Department of Health Systems Financing ,International Organisation,Switzerland,Europe,
2010,133,Journal series,Lancet 2010 Non-communicable Disease Series,Prevention and management of chronic disease: a litmus test for health-systems strengthening in low-income and middle-income countries ,Badara Samb,World Health Organisation,WHO Cluster of Health Systems and Services ,International Organisation,Switzerland,Europe,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)61353-0/fulltext
2010,133,Journal series,Lancet 2010 Non-communicable Disease Series,Prevention and management of chronic disease: a litmus test for health-systems strengthening in low-income and middle-income countries ,Nina Desai,George Institute for Global Health,,Research Institute,United Kingdom,Europe,
2010,133,Journal series,Lancet 2010 Non-communicable Disease Series,Prevention and management of chronic disease: a litmus test for health-systems strengthening in low-income and middle-income countries ,Sania Nishtar,Heartfile,,NGO,Pakistan,Asia,
2010,133,Journal series,Lancet 2010 Non-communicable Disease Series,Prevention and management of chronic disease: a litmus test for health-systems strengthening in low-income and middle-income countries ,Shanthi Mendis,World Health Organisation,,International Organisation,Switzerland,Europe,
2010,133,Journal series,Lancet 2010 Non-communicable Disease Series,Prevention and management of chronic disease: a litmus test for health-systems strengthening in low-income and middle-income countries ,Henk Bekedam,World Health Organisation ,WHO Regional Office for the Western Pacific,International Organisation,Philippines,Asia,
2010,133,Journal series,Lancet 2010 Non-communicable Disease Series,Prevention and management of chronic disease: a litmus test for health-systems strengthening in low-income and middle-income countries ,Anna Wright,Consultant in public health,,Other,United Kingdom,Europe,
2010,133,Journal series,Lancet 2010 Non-communicable Disease Series,Prevention and management of chronic disease: a litmus test for health-systems strengthening in low-income and middle-income countries ,Justine Hsu,London School of Hygiene and Tropical Medicine,,Academic,United Kingdom,Europe,
2010,133,Journal series,Lancet 2010 Non-communicable Disease Series,Prevention and management of chronic disease: a litmus test for health-systems strengthening in low-income and middle-income countries ,Alexandra MartiniUnited Kingdom,George Institute for Global Health,,Research Institute,Australia ,Oceania ,
2010,133,Journal series,Lancet 2010 Non-communicable Disease Series,Prevention and management of chronic disease: a litmus test for health-systems strengthening in low-income and middle-income countries ,Francesca Celletti,World Health Orgaisation,,International Organisation,Switzerland,Europe,
2010,133,Journal series,Lancet 2010 Non-communicable Disease Series,Prevention and management of chronic disease: a litmus test for health-systems strengthening in low-income and middle-income countries ,Kiran Patel,United Kingdom National Health Service,West Midlands Strategic Health Authority,Medical,United Kingdom,Europe,
2010,133,Journal series,Lancet 2010 Non-communicable Disease Series,Prevention and management of chronic disease: a litmus test for health-systems strengthening in low-income and middle-income countries ,Fiona Adshead,United Kingdom Department of Health,,National Government,United Kingdom,Europe,
2010,133,Journal series,Lancet 2010 Non-communicable Disease Series,Prevention and management of chronic disease: a litmus test for health-systems strengthening in low-income and middle-income countries ,Martin McKee,London School of Hygiene and Tropical Medicine,,Academic,United Kingdom,Europe,
2010,133,Journal series,Lancet 2010 Non-communicable Disease Series,Prevention and management of chronic disease: a litmus test for health-systems strengthening in low-income and middle-income countries ,Tim Evans,World Health Organisation,,International Organisation,Switzerland,Europe,
2010,133,Journal series,Lancet 2010 Non-communicable Disease Series,Prevention and management of chronic disease: a litmus test for health-systems strengthening in low-income and middle-income countries ,Ala Alwan,World Health Organisation,WHO Non-communicable Diseases and Mental Health Cluster ,International Organisation,Switzerland,Europe,
2010,133,Journal series,Lancet 2010 Non-communicable Disease Series,Prevention and management of chronic disease: a litmus test for health-systems strengthening in low-income and middle-income countries ,Carissa Etienne,World Health Organisation,WHO Cluster of Health Systems and Services ,International Organisation,Switzerland,Europe,
2010,134,Journal series,Lancet 2010 Non-communicable Disease Series,Monitoring and surveillance of chronic non-communicable diseases: progress and capacity in high-burden countries ,Ala Alwan,World Health Organisation,WHO Non-communicable Diseases and Mental Health Cluster ,International Organisation,Switzerland,Europe,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)61853-3/fulltext
2010,134,Journal series,Lancet 2010 Non-communicable Disease Series,Monitoring and surveillance of chronic non-communicable diseases: progress and capacity in high-burden countries ,David MacLean,World Health Organisation,WHO Non-communicable Diseases and Mental Health Cluster ,International Organisation,Switzerland,Europe,
2010,134,Journal series,Lancet 2010 Non-communicable Disease Series,Monitoring and surveillance of chronic non-communicable diseases: progress and capacity in high-burden countries ,Leanne Riley,World Health Organisation,WHO Department of Chronic Diseases and Health Promotion,International Organisation,Switzerland,Europe,
2010,134,Journal series,Lancet 2010 Non-communicable Disease Series,Monitoring and surveillance of chronic non-communicable diseases: progress and capacity in high-burden countries ,Edouard Tursan d'Espaignet,World Health Organisation,Tobacco Free Initiative,International Organisation,Switzerland,Europe,
2010,134,Journal series,Lancet 2010 Non-communicable Disease Series,Monitoring and surveillance of chronic non-communicable diseases: progress and capacity in high-burden countries ,Colin Mathers,World Health Organisation,"WHO Mortality and Burden of Disease, Department of Health Statistics and Informatics",International Organisation,Switzerland,Europe,
2010,134,Journal series,Lancet 2010 Non-communicable Disease Series,Monitoring and surveillance of chronic non-communicable diseases: progress and capacity in high-burden countries ,Gretchen Stevens,World Health Organisation,"WHO Mortality and Burden of Disease, Department of Health Statistics and Informatics",International Organisation,Switzerland,Europe,
2010,134,Journal series,Lancet 2010 Non-communicable Disease Series,Monitoring and surveillance of chronic non-communicable diseases: progress and capacity in high-burden countries ,Douglas Bettcher,World Health Organisation,WHO Tobacco Free Initiative,International Organisation,Switzerland,Europe,
2011,135,Report ,No,From burden to "best buys": Reducing the economic impact of NCDs in low- and middle-income countries,David E. Bloom ,Harvard University,Harvard School of Public Health,Academic,United States,North America,https://www.who.int/nmh/publications/best_buys_summary.pdf?ua=1
2011,135,Report ,No,From burden to "best buys": Reducing the economic impact of NCDs in low- and middle-income countries,Daniel Chisholm,World Health Organisation,WHO Department of Health Systems Financing ,International Organisation,Switzerland,Europe,
2011,135,Report ,No,From burden to "best buys": Reducing the economic impact of NCDs in low- and middle-income countries,Eva Jané-Llopis,World Economic Forum,,NGO,Switzerland,Europe,
2011,135,Report ,No,From burden to "best buys": Reducing the economic impact of NCDs in low- and middle-income countries,Klaus Prettner,Harvard University,Harvard School of Public Health,Academic,United States,North America,
2011,135,Report ,No,From burden to "best buys": Reducing the economic impact of NCDs in low- and middle-income countries,Adam Stein,Harvard University,Harvard School of Public Health,Academic,United States,North America,
2011,135,Report ,No,From burden to "best buys": Reducing the economic impact of NCDs in low- and middle-income countries,Andrea Feigl,Harvard University,Harvard School of Public Health,Academic,United States,North America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,Alma Hughes,Ministry of Health of Anguilla,,National Government,Anguilla ,North America,https://caricom.org/documents/12630-ncds_plan_of_action_2011_2015.pdf
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,Yasmine Williams Robinson,Ministry of Health of Bahamas,,National Government,Bahamas ,North America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,Larone Hyland ,Ministry of Health of Barbados,,National Government,Barbados ,North America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,Kenneth George,Ministry of Health of Barbados,,National Government,Barbados ,North America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,Dy-Jaun DeRoza ,Ministry of Health of Bermuda,,National Government,Bermuda,North America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,Ivy George ,Ministry of Health of British Virgin Islands,,National Government,British Virgin Islands,North America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,George Mitchell ,Ministry of Health of Greneda,,National Government,Grenada ,North America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,Gumti Krishendat ,Ministry of Health of Guyana,,National Government,Guyana ,South America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,Tamu Davidson-Sadler ,Ministry of Health of Jamaica,,National Government,Jamaica,North America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,Petronella Edwards,Ministry of Health of St Kitts and Nevis,,National Government,St Kitts and Nevis,North America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,Virginia Asin-Oostburg ,Ministry of Health of Suriname,,National Government,Suriname,South America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,Glennis Andall ,Caribbean Public Health Agency,Caribbean Epidemiological Research Centre ,International Organisation,Trinidad and Tobago,North America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,Laura D. Richards ,Caribbean Public Health Agency,Caribbean Food and Nutrition Institute ,International Organisation,Trinidad and Tobago,North America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,Trevor Hassell,Healthy Caribbean Coalition,,NGO,Barbados,North America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,Anselm Hennis,University of the West Indies ,George Alleyne Chronic Disease Research Centre,Academic,Barbados,North America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,Denise Carter Taylor,Pan American Health Organisation,,International Organisation,United States,North America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,B Theodore-Gandi,Pan American Health Organisation,,International Organisation,United States,North America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,Dorrett Campbell ,Countries of the Caribbean Community (CARICOM),,International Organisation,Guyana,South America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,Rudy Cummings,Countries of the Caribbean Community (CARICOM),,International Organisation,Guyana,South America,
2011,136,Strategy ,No,Strategic Plan of Action for the Prevention and Control of Non-Communicale Diseases for Countries of the Caribbean Community 2011-2015,T Alafia Samuels,Countries of the Caribbean Community (CARICOM),,International Organisation,Guyana,South America,
2011,137,Report ,No,UN High-level Meeting on NCDs: Summary report of the discussions at the round tables. ,Andrew Lansley,Ministry of Health of the United Kingdom,,National Government,United Kingdom,Europe,https://www.who.int/nmh/events/moscow_ncds_2011/round_tables_summary.pdf?ua=1
2011,137,Report ,No,UN High-level Meeting on NCDs: Summary report of the discussions at the round tables. ,Endang Rahayu Sedyaningsih,Ministry of Health of Indonesia,,National Government,Indonesia,Asia,
2011,137,Report ,No,UN High-level Meeting on NCDs: Summary report of the discussions at the round tables. ,Pál Schmitt,President of Hungary,,National Government,Hungary,Europe,
2011,137,Report ,No,UN High-level Meeting on NCDs: Summary report of the discussions at the round tables. ,Salomon Chertorivski Woldenberg,Ministry of Health of Mexico,,National Government,Mexico,North America,
2011,137,Report ,No,UN High-level Meeting on NCDs: Summary report of the discussions at the round tables. ,Denzil L. Douglas,Prime Minister of St Kitts and Nevis,,National Government,St Kitts and Nevis,North America,
2011,137,Report ,No,UN High-level Meeting on NCDs: Summary report of the discussions at the round tables. ,Walter T. GwenigaleI,Ministry of Health and Social Welfare of Liberia,,National Government,Liberia,Africa,
2011,138,Report ,No,Scaling up action against NCDs: How much will it cost?,Daniel Chisholm,World Health Organisation,WHO Department of Health Systems Financing,International Organisation,Switzerland,Europe,https://apps.who.int/iris/bitstream/handle/10665/44706/9789241502313_eng.pdf?sequence=1
2011,138,Report ,No,Scaling up action against NCDs: How much will it cost?,Dele Abegunde,World Health Organisation,WHO Department of Essential Medicines and Pharmaceutical Policies,International Organisation,Switzerland,Europe,
2011,138,Report ,No,Scaling up action against NCDs: How much will it cost?,Shanthi Mendis,World Health Organisation,WHO Department of Chronic Disease and Health Promotion,International Organisation,Switzerland,Europe,
2011,138,Report ,No,Scaling up action against NCDs: How much will it cost?,Ala Alwan,World Health Organisation,WHO Non-communicable Diseases and Mental Health Cluster,International Organisation,Switzerland,Europe,
2011,138,Report ,No,Scaling up action against NCDs: How much will it cost?,David Evans,World Health Organisation,WHO Department of Health Systems Financing,International Organisation,Switzerland,Europe,
2011,138,Report ,No,Scaling up action against NCDs: How much will it cost?,Tessa Tan Torres Edejer,World Health Organisation,WHO Department of Health Systems Financing,International Organisation,Switzerland,Europe,
2011,139,Report ,No,A comprehensive global monitoring framework and voluntary global targets for the prevention and control of NCDs. ,Anonymous,World Health Organisation,WHO Department of Chronic Disease and Health Promotion,International Organisation,Switzerland,Europe,https://www.who.int/nmh/events/2011/consultation_dec_2011/WHO_Discussion_Paper_FINAL.pdf
2011,140,Report ,No,The growing danger of non-communicable diseases : acting now to reverse course. ,Cristian Baeza,World Bank,"Health, Nutrition and Population, Human Development Network ",International Organisation,United States,North America,http://documents1.worldbank.org/curated/en/196871468336643958/pdf/657850WP0Box360C00WBDeepeningCrisis.pdf
2011,140,Report ,No,The growing danger of non-communicable diseases : acting now to reverse course. ,Nicole Klingen,World Bank,"Health, Nutrition and Population, Human Development Network ",International Organisation,United States,North America,
2011,140,Report ,No,The growing danger of non-communicable diseases : acting now to reverse course. ,Anne-Maryse Pierre-Louis,World Bank,,International Organisation,United States,North America,
2011,140,Report ,No,The growing danger of non-communicable diseases : acting now to reverse course. ,Montserrat Meiro-Lorenzo,World Bank,,International Organisation,United States,North America,
2011,140,Report ,No,The growing danger of non-communicable diseases : acting now to reverse course. ,Irina Nikolic,World Bank,,International Organisation,United States,North America,
2011,140,Report ,No,The growing danger of non-communicable diseases : acting now to reverse course. ,Tonya Luana Villafana,World Bank,,International Organisation,United States,North America,
2011,140,Report ,No,The growing danger of non-communicable diseases : acting now to reverse course. ,Patricio Marquez,World Bank,Europe and Central Asia Region Office,International Organisation,United States,North America,
2011,140,Report ,No,The growing danger of non-communicable diseases : acting now to reverse course. ,Enis Baris,World Bank,Middle East and North Africa Region Office,International Organisation,United States,North America,
2011,140,Report ,No,The growing danger of non-communicable diseases : acting now to reverse course. ,Joana Godinho,World Bank,Latin America and Caribbean Region Office,International Organisation,United States,North America,
2011,140,Report ,No,The growing danger of non-communicable diseases : acting now to reverse course. ,Sameh El-Sa-harty,World Bank,South Asia Region Office,International Organisation,United States,North America,
2011,140,Report ,No,The growing danger of non-communicable diseases : acting now to reverse course. ,Edward Bos,World Bank,Africa Region Office,International Organisation,United States,North America,
2011,140,Report ,No,The growing danger of non-communicable diseases : acting now to reverse course. ,Daniel Cotlear,World Bank,"Health, Nutrition and Population, Human Development Network ",International Organisation,United States,North America,
2011,140,Report ,No,The growing danger of non-communicable diseases : acting now to reverse course. ,Abdo Yazbeck,World Bank,"Health, Nutrition and Population, Human Development Network ",International Organisation,United States,North America,
2011,140,Report ,No,The growing danger of non-communicable diseases : acting now to reverse course. ,Philip Hay,World Bank,HD Exernal Affairs,International Organisation,United States,North America,
2013,141,Report ,No,Assessing National Capacity for the Prevention and Control of Noncommunicable Diseases: Report of the 2013 Global Survey,Leanne Riley,World Health Organisation,WHO Department for Prevention of Noncommunicable Diseases ,International Organisation,Switzerland,Europe,https://www.who.int/ncds/surveillance/ncd-capacity/NCD_CCS_2013_report.pdf?ua=1
2013,141,Report ,No,Assessing National Capacity for the Prevention and Control of Noncommunicable Diseases: Report of the 2013 Global Survey,Melanie Cowan,World Health Organisation,WHO Department for Prevention of Noncommunicable Diseases ,International Organisation,Switzerland,Europe,
2013,141,Report ,No,Assessing National Capacity for the Prevention and Control of Noncommunicable Diseases: Report of the 2013 Global Survey, Regina Guthold,World Health Organisation,WHO Department for Prevention of Noncommunicable Diseases ,International Organisation,Switzerland,Europe,
2013,142,Journal series,Lancet 2013 Non-communicable Disease Series,Non-communicable diseases: 2015 to 2025 ,Richard Horton,The Lancet,,Medical Journal,United Kingdom,Europe,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(13)60100-2/fulltext
2013,143,Journal series,Lancet 2013 Non-communicable Disease Series,Independent global accountability for NCDs ,Robert Beaglehole,University of Auckland,,Academic,New Zealand,Oceania ,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(13)60101-4/fulltext
2013,143,Journal series,Lancet 2013 Non-communicable Disease Series,Independent global accountability for NCDs ,Ruth Bonita,University of Auckland,,Academic,New Zealand,Oceania ,
2013,143,Journal series,Lancet 2013 Non-communicable Disease Series,Independent global accountability for NCDs ,richard horton,The Lancet,,Medical Journal,United Kingdom,Europe,
2013,144,Journal series,Lancet 2013 Non-communicable Disease Series,NCDs: a challenge to sustainable human development ,Helen Clark,United Nations Development Programme,,International Organisation,United States,North America,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(13)60058-6/fulltext
2013,145,Journal series,Lancet 2013 Non-communicable Disease Series,Embedding non-communicable diseases in the post-2015 development agenda,George Alleyne,Pan American Health Organisation,,International Organisation,United States,North America,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(12)61806-6/fulltext
2013,145,Journal series,Lancet 2013 Non-communicable Disease Series,Embedding non-communicable diseases in the post-2015 development agenda,Agnes Binagwaho,Ministry of Health of Rwanda,,National Government,Rwanda,Africa,
2013,145,Journal series,Lancet 2013 Non-communicable Disease Series,Embedding non-communicable diseases in the post-2015 development agenda,Agnes Binagwaho,Harvard University,Harvard Medical School,Academic,United States,North America,
2013,145,Journal series,Lancet 2013 Non-communicable Disease Series,Embedding non-communicable diseases in the post-2015 development agenda,Andy Haines,London School of Hygiene and Tropical Medicine,,Academic,United Kingdom,Europe,
2013,145,Journal series,Lancet 2013 Non-communicable Disease Series,Embedding non-communicable diseases in the post-2015 development agenda,Selim Jahan,United Nations Development Programme,,International Organisation,United States,North America,
2013,145,Journal series,Lancet 2013 Non-communicable Disease Series,Embedding non-communicable diseases in the post-2015 development agenda,Rachel Nugent,University of Washington,Department of Global Health,Academic,United States,North America,
2013,145,Journal series,Lancet 2013 Non-communicable Disease Series,Embedding non-communicable diseases in the post-2015 development agenda,Ariella Rojhani,NCD Alliance,,Professional Society,United States,North America,
2013,145,Journal series,Lancet 2013 Non-communicable Disease Series,Embedding non-communicable diseases in the post-2015 development agenda,David Stuckler,University of Cambridge,Department of Sociology ,Academic,United Kingdom,Europe,
2013,146,Journal series,Lancet 2013 Non-communicable Disease Series,Country actions to meet UN commitments on non-communicable diseases: a stepwise approach ,Ruth Bonita,University of Auckland,,Academic,New Zealand,Oceania ,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(12)61993-X/fulltext
2013,146,Journal series,Lancet 2013 Non-communicable Disease Series,Country actions to meet UN commitments on non-communicable diseases: a stepwise approach ,Roger Magnusson,University of Sydney,Sydney Law School ,Academic,Australia ,Oceania ,
2013,146,Journal series,Lancet 2013 Non-communicable Disease Series,Country actions to meet UN commitments on non-communicable diseases: a stepwise approach ,Pascal Bovet,University of Lausanne ,Institute of Social and Preventive Medicine,Academic,Switzerland,Europe,
2013,146,Journal series,Lancet 2013 Non-communicable Disease Series,Country actions to meet UN commitments on non-communicable diseases: a stepwise approach ,Dong Zhao,Capital Medical University,"Anzhen Hospital–Beijing Institute of Heart, Lung and Blood Vessel Diseases",Academic,China,Asia,
2013,146,Journal series,Lancet 2013 Non-communicable Disease Series,Country actions to meet UN commitments on non-communicable diseases: a stepwise approach ,Deborah C Malta,Ministry of Health of Brazil,,National Government,Brazil,South America,
2013,146,Journal series,Lancet 2013 Non-communicable Disease Series,Country actions to meet UN commitments on non-communicable diseases: a stepwise approach ,Robert Geneau,International Development Research Centre,,Governmental Organisation,Canada,North America,
2013,146,Journal series,Lancet 2013 Non-communicable Disease Series,Country actions to meet UN commitments on non-communicable diseases: a stepwise approach ,Il Suh,Yonsei University,Department of Preventive Medicine,Academic,Korea,Asia,
